pss_score,workload_hours,work_pressure_rating,recovery_sleep_hours,social_support_rating,work_life_balance_rating,shift_continuity_days,recent_trend_indicator,welfare_risk_level,data_label
26.1,59.2,3.5,9.0,4.9,6.4,4.0,3.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
25.9,39.1,3.6,8.4,4.3,5.5,0.0,0.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
7.7,42.4,5.7,4.8,5.2,5.4,7.0,0.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
11.0,56.7,4.2,8.1,5.1,7.8,1.0,-0.5,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.9,66.8,6.5,5.7,7.3,8.4,3.0,-0.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.9,55.6,1.0,6.4,2.7,2.4,3.0,-2.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.9,48.9,3.8,6.1,3.7,5.4,2.0,0.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
40.0,52.0,3.2,5.4,6.7,4.0,1.0,-1.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.3,39.5,5.0,7.4,7.3,4.8,2.0,0.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
26.5,58.0,4.4,6.4,7.3,6.2,1.0,0.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
25.2,60.8,7.1,5.6,4.3,6.7,2.0,0.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.9,47.5,1.8,4.6,3.9,5.2,2.0,3.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
15.6,47.3,5.6,5.1,4.9,1.6,3.0,-0.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.7,54.7,6.6,4.2,6.5,3.5,1.0,1.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.2,47.6,9.2,6.2,9.1,7.2,16.0,4.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.2,51.3,4.5,4.8,1.7,1.0,2.0,2.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.4,73.0,6.1,5.9,5.5,7.8,1.0,2.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.6,49.5,1.9,7.8,3.2,6.4,2.0,-0.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
35.4,48.4,1.0,7.6,2.5,8.0,7.0,0.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
4.0,45.5,7.2,6.2,8.0,5.0,0.0,-2.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.1,59.4,5.5,6.1,7.1,1.3,4.0,1.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
5.9,50.2,7.9,8.5,6.9,6.3,3.0,0.5,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.5,45.5,2.8,6.8,7.9,7.9,1.0,0.0,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
26.2,65.2,6.5,5.8,5.0,7.2,6.0,2.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.5,66.2,9.2,4.5,5.1,4.1,2.0,-2.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
9.9,46.0,6.3,6.7,10.0,5.6,1.0,3.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.6,35.0,6.1,7.2,5.5,4.3,6.0,1.8,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.1,62.1,5.5,5.4,7.5,3.8,4.0,-0.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.5,45.2,2.4,6.5,6.0,7.3,8.0,-0.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.6,59.9,8.2,5.8,2.1,3.0,3.0,1.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.3,35.0,4.3,6.0,1.7,3.6,5.0,3.0,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.1,60.9,6.5,3.5,4.8,3.2,6.0,0.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
34.1,39.9,2.4,5.9,8.2,2.4,0.0,0.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.8,59.3,3.1,7.4,7.7,5.7,5.0,0.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
2.8,52.1,8.4,5.4,7.9,7.7,3.0,3.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.4,42.5,4.8,6.3,3.9,5.0,0.0,-0.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.0,47.9,8.4,5.3,9.4,2.4,2.0,-0.1,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
24.4,58.9,5.3,6.6,4.0,7.1,0.0,2.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.1,53.1,1.8,5.9,6.4,8.8,5.0,0.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.1,57.8,7.3,5.1,6.0,4.1,3.0,2.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.8,71.8,4.3,7.8,5.6,4.4,11.0,-1.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
24.5,36.4,6.9,7.3,8.8,6.4,1.0,-0.4,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
9.0,68.2,5.6,5.5,4.5,8.6,3.0,3.0,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
15.5,53.0,2.4,6.8,3.2,4.4,1.0,-1.4,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.4,43.0,5.8,6.8,6.0,2.7,3.0,-0.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.1,38.7,9.9,7.0,5.2,6.7,4.0,0.5,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
31.2,50.1,6.5,4.2,10.0,7.0,4.0,-2.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.0,61.2,5.4,7.4,7.4,5.4,6.0,-0.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
8.5,50.7,7.7,5.5,5.1,4.3,7.0,0.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
24.9,67.1,5.9,5.8,3.8,7.4,0.0,0.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
33.9,37.5,5.9,9.0,2.1,6.5,1.0,2.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
25.7,51.9,3.3,6.6,3.8,3.9,4.0,3.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
6.6,39.5,6.0,5.7,6.2,5.5,2.0,-1.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.4,55.6,7.6,3.6,9.0,2.7,1.0,0.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
27.5,60.9,3.8,7.9,8.4,6.8,3.0,1.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.7,47.8,8.3,4.6,6.5,4.9,2.0,3.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.3,35.0,5.3,5.0,5.3,4.5,2.0,1.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.8,54.0,3.7,5.8,6.6,5.3,6.0,0.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
11.0,56.4,7.5,7.9,4.9,5.5,2.0,1.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.6,56.0,4.9,7.1,9.6,7.2,0.0,1.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
0.0,64.4,7.0,6.0,5.6,6.6,0.0,-1.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
10.3,41.3,4.9,6.6,5.8,5.1,7.0,0.4,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.1,58.8,5.4,5.5,1.3,6.9,11.0,2.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
8.6,63.9,6.5,6.4,5.6,6.2,4.0,-0.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
30.2,35.0,6.1,6.3,7.8,4.5,2.0,0.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
7.3,55.2,1.5,7.4,3.8,5.2,10.0,-0.5,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.7,47.0,3.3,7.4,4.4,5.1,4.0,-4.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.0,51.2,7.4,6.8,7.7,6.4,7.0,0.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
28.8,55.5,5.2,5.8,2.9,4.7,5.0,0.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
7.2,47.1,4.5,7.1,8.2,4.6,2.0,-1.0,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
26.7,45.2,2.8,6.1,4.9,9.3,2.0,-2.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.1,52.3,3.3,4.9,5.2,7.3,1.0,-1.8,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
10.6,41.1,1.5,5.7,3.6,3.9,1.0,1.5,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.5,41.1,5.3,6.3,6.8,6.5,5.0,3.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.5,58.8,4.3,7.3,10.0,5.6,8.0,2.8,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.5,40.5,3.6,6.0,7.6,6.2,5.0,-2.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.5,58.7,5.4,4.7,4.2,5.7,2.0,1.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
15.1,56.6,6.2,6.3,8.4,7.8,0.0,-1.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.9,35.0,9.7,6.3,5.3,6.1,0.0,-1.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.0,45.2,2.5,6.4,8.9,5.3,2.0,-0.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
29.9,63.9,7.8,7.3,7.7,7.5,2.0,1.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
8.7,42.2,7.4,7.4,1.0,5.9,3.0,1.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
34.0,47.4,3.9,5.5,3.9,5.6,0.0,-0.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
3.4,56.6,5.9,5.5,8.0,6.0,16.0,-0.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.9,59.8,4.6,5.0,6.3,5.2,2.0,0.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.4,49.5,5.9,7.0,3.9,5.4,7.0,1.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
20.1,46.0,8.5,7.9,4.7,4.2,3.0,2.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.3,66.2,6.7,5.8,2.0,3.9,0.0,-2.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.4,69.4,6.5,5.9,5.8,3.4,6.0,0.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.3,61.8,4.6,8.0,10.0,2.6,4.0,-2.1,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.6,52.9,2.5,6.8,7.7,3.6,3.0,-0.1,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
24.4,43.9,5.1,6.7,10.0,5.1,3.0,-0.5,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
20.7,43.7,7.9,4.8,7.9,5.6,0.0,-0.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.8,57.2,2.4,7.0,8.2,4.9,4.0,-1.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
24.7,56.2,3.4,5.1,10.0,1.0,8.0,-3.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
20.3,66.0,5.8,4.8,6.8,8.5,0.0,-4.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
24.1,58.5,3.5,5.8,5.6,7.6,1.0,-0.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.7,37.0,3.9,5.5,8.2,6.3,8.0,-0.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
11.8,62.5,4.7,5.9,9.1,9.2,1.0,-1.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.8,42.0,2.8,4.5,5.0,3.4,4.0,2.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.6,48.2,3.6,7.4,4.5,9.2,3.0,-1.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.6,54.5,6.9,7.6,6.3,3.5,3.0,2.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.8,72.0,2.9,3.9,7.7,5.9,2.0,3.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.9,80.0,2.3,7.4,7.7,2.9,1.0,-3.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
27.6,58.1,4.2,5.2,3.0,5.4,0.0,0.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.6,50.2,7.0,7.2,10.0,6.2,5.0,-0.8,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.1,57.3,5.1,6.1,4.7,5.1,5.0,-5.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.5,60.9,4.6,6.2,5.4,6.8,4.0,-2.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.4,48.8,5.6,6.0,4.1,5.6,4.0,1.5,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
26.2,70.0,2.0,7.7,10.0,4.4,1.0,4.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
24.2,54.3,6.5,4.7,6.5,4.3,0.0,1.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
24.1,57.0,6.3,6.9,4.2,7.0,6.0,0.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
27.8,58.7,4.7,7.5,7.8,4.1,2.0,-0.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.2,56.2,7.5,7.1,7.6,7.2,1.0,3.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.1,60.4,3.2,9.0,5.6,7.8,0.0,4.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
15.7,45.8,7.8,5.6,7.8,2.1,0.0,-1.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
20.4,46.4,5.8,7.3,4.3,7.7,2.0,-4.0,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.0,41.0,4.8,6.1,5.0,9.5,6.0,-4.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.7,56.4,5.5,7.7,1.8,5.9,9.0,2.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.5,59.8,5.3,6.2,3.2,6.6,8.0,-0.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
11.9,56.6,7.9,5.7,9.8,7.5,9.0,0.4,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
33.7,68.7,3.3,7.8,9.4,4.8,8.0,-3.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
10.5,51.9,4.0,5.6,6.1,5.8,3.0,-1.5,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
8.9,58.7,7.6,4.5,9.5,2.8,1.0,-0.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
26.7,41.1,4.3,5.6,5.7,5.7,6.0,0.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.9,48.1,7.3,6.9,5.5,6.4,1.0,-0.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.7,59.0,8.9,7.9,6.1,6.4,1.0,-2.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.7,60.5,4.7,6.3,5.7,7.5,1.0,-1.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.9,49.1,6.9,7.8,5.5,3.9,3.0,2.4,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
11.3,51.3,3.2,4.6,8.4,4.3,1.0,0.5,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.6,36.8,7.0,5.7,6.3,9.2,1.0,1.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.9,48.4,5.9,5.9,7.5,5.1,2.0,-1.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
25.3,60.9,6.4,6.1,8.2,5.8,7.0,-5.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.9,57.8,4.2,6.3,6.8,5.3,3.0,-1.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
11.8,57.0,2.2,7.0,4.0,3.8,7.0,-1.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
15.6,52.5,6.5,5.7,3.2,8.6,1.0,0.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.1,52.1,1.4,6.4,6.3,4.3,1.0,5.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.8,45.4,4.9,6.1,5.6,3.1,3.0,1.4,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
11.8,59.0,7.4,5.1,6.2,4.5,2.0,5.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.8,56.2,5.9,6.1,6.0,1.4,4.0,1.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.8,56.9,9.4,6.0,10.0,4.1,6.0,-1.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.2,46.7,7.6,6.0,3.2,3.5,5.0,0.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.5,35.0,4.2,6.2,1.8,6.6,10.0,3.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.7,63.0,5.6,6.3,6.7,4.1,2.0,3.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
7.1,47.2,5.4,5.7,5.2,7.2,1.0,-1.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
7.4,43.4,2.3,7.7,6.7,8.2,3.0,0.5,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.6,58.9,3.6,4.8,7.2,7.0,0.0,-2.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.4,48.1,4.4,5.3,8.7,5.0,1.0,1.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
20.3,62.6,1.4,9.0,2.8,5.7,1.0,3.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
29.1,58.2,5.6,5.0,4.8,2.4,2.0,0.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
24.4,58.8,5.0,4.6,6.9,5.1,0.0,-1.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.8,38.3,2.2,7.1,7.6,3.7,0.0,0.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.9,64.1,6.3,3.7,10.0,6.8,4.0,0.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
10.5,54.6,6.9,5.9,8.0,10.0,3.0,0.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.9,48.3,6.0,8.8,5.9,6.4,4.0,0.4,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
15.8,53.4,4.9,4.3,4.1,1.4,4.0,-0.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
20.4,35.0,6.7,3.8,4.8,4.7,0.0,2.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
11.8,56.1,6.9,4.4,4.8,5.6,1.0,1.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.9,41.7,6.1,7.3,7.4,5.6,0.0,-2.0,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
29.5,38.5,3.9,7.5,6.5,3.9,6.0,-2.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.2,36.8,6.1,5.6,3.2,5.9,5.0,-0.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.0,63.1,7.9,7.0,5.1,2.9,1.0,1.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.2,45.7,4.3,7.9,7.8,3.5,1.0,0.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
15.0,67.3,9.7,8.3,6.7,6.7,12.0,-1.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.7,46.6,4.4,5.9,7.2,3.4,3.0,0.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.1,35.0,5.6,3.5,6.8,6.5,6.0,-0.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.7,40.8,4.2,5.2,9.4,2.7,1.0,1.8,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.2,64.4,5.9,5.7,6.5,8.9,1.0,0.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.2,50.4,2.0,5.9,5.2,3.9,5.0,-0.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.7,46.5,4.4,6.0,4.1,5.0,4.0,0.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
28.9,53.6,3.3,7.5,6.5,6.1,4.0,2.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
25.2,57.0,5.8,7.7,1.0,4.3,3.0,-1.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
34.1,63.2,7.5,6.0,5.6,5.7,3.0,0.8,2,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.2,66.5,6.8,7.5,5.6,6.6,5.0,-0.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
24.5,48.4,1.0,6.6,3.1,7.3,1.0,0.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.4,38.7,9.6,6.3,4.1,7.0,2.0,-1.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
34.4,47.9,6.1,7.3,7.7,5.1,7.0,0.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
11.9,54.6,3.9,6.3,6.5,5.1,1.0,2.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
11.7,42.4,5.8,8.7,6.2,10.0,3.0,-1.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.5,42.4,5.9,4.5,6.6,7.3,4.0,-2.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
2.1,55.4,4.2,5.6,6.2,3.6,21.0,-2.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.1,51.5,5.9,6.0,8.6,5.6,2.0,-2.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.3,52.3,4.3,6.7,6.3,4.7,2.0,1.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.1,44.4,4.7,7.7,2.9,5.1,6.0,-2.8,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
20.6,49.7,4.1,6.2,9.4,2.9,6.0,-0.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
32.1,42.8,2.6,4.5,6.8,4.6,5.0,1.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
25.1,60.9,5.8,7.2,4.8,9.0,2.0,0.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.7,62.4,6.7,7.1,3.4,6.6,1.0,-0.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
11.3,35.0,6.5,3.9,6.8,1.0,3.0,0.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.7,42.7,7.1,6.2,5.8,7.8,7.0,0.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
8.1,37.0,6.1,4.3,9.3,7.6,8.0,-0.4,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
31.7,45.5,4.4,5.4,5.3,4.7,0.0,-0.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
26.8,51.2,7.2,5.1,4.2,6.8,2.0,4.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.5,37.5,2.8,7.2,7.9,3.7,2.0,1.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
5.2,42.8,3.7,6.3,7.9,4.5,13.0,5.0,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
28.2,42.0,3.6,4.7,6.4,8.4,4.0,-1.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.1,54.1,7.7,7.3,7.4,4.9,2.0,-0.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
27.3,52.7,7.4,4.5,5.9,1.7,0.0,-2.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
6.0,44.8,6.5,6.6,6.5,5.3,3.0,-1.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.5,53.8,7.6,5.2,8.4,5.2,0.0,3.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.0,46.5,3.7,5.8,7.3,7.8,6.0,-1.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.4,49.3,6.2,6.8,5.6,5.4,5.0,3.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.6,68.7,5.2,6.8,8.8,4.6,2.0,-2.5,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
