pss_score,workload_hours,work_pressure_rating,prolonged_duty_hours,shift_continuity_days,night_duty_hours,recovery_sleep_hours,rest_interval_hours,recovery_pattern_score,deployment_demand_score,social_support_rating,work_life_balance_rating,recent_trend_indicator,welfare_concern_level,dataset_type,provenance,data_label
23.0,54.2,6.1,4.0,1.0,3.5,7.5,12.8,0,2,9.2,4.6,-2.7,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
19.3,52.1,8.8,4.0,3.0,9.3,9.1,13.4,0,3,3.2,6.5,0.9,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
14.9,53.0,5.8,4.7,2.0,15.4,6.6,15.9,0,3,5.9,5.2,1.9,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
10.2,44.3,7.5,4.0,3.0,5.5,6.7,20.3,0,0,5.5,2.6,1.2,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
7.5,52.2,2.7,6.7,5.0,1.2,7.1,17.0,0,0,7.9,6.4,1.4,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
19.3,57.0,5.8,4.0,3.0,9.1,6.7,15.1,0,1,1.4,4.7,-4.2,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
12.0,66.5,3.3,4.0,3.0,18.7,5.5,10.8,1,1,9.8,1.7,-1.0,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
16.2,61.6,2.5,4.0,10.0,5.2,6.8,15.8,0,0,6.0,4.2,-0.5,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
25.8,73.5,4.0,4.0,1.0,6.9,4.9,16.3,3,2,8.0,2.0,3.2,2,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
22.1,44.3,7.9,4.0,2.0,2.5,6.7,14.8,0,1,6.1,6.7,-1.3,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
24.4,60.7,7.4,4.0,4.0,2.9,7.2,13.9,0,2,7.2,4.6,-5.0,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
27.7,53.8,6.0,4.0,3.0,8.0,5.3,15.9,2,3,1.6,3.6,-2.2,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
21.1,73.9,2.4,4.4,1.0,15.8,6.4,13.6,1,0,5.4,5.1,-1.5,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
20.2,43.9,5.1,4.0,2.0,5.9,5.6,19.3,2,3,7.9,6.2,-4.7,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
19.9,43.6,6.1,5.1,2.0,9.4,5.7,18.2,2,2,6.8,5.2,2.1,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
14.2,46.0,5.9,4.0,2.0,1.1,6.8,16.9,0,1,2.9,3.6,-3.5,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
11.9,30.8,1.8,4.0,1.0,1.4,8.1,15.8,0,1,6.3,5.0,1.0,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
8.5,46.7,3.7,4.0,9.0,4.6,8.2,14.3,0,1,4.6,4.1,-2.4,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
19.1,44.4,5.4,4.0,5.0,1.2,7.3,15.6,0,0,4.4,6.7,3.3,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
15.9,53.5,6.6,4.0,2.0,6.0,6.6,18.9,0,1,3.2,2.5,-0.6,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
14.9,55.4,1.1,4.0,4.0,2.1,7.3,17.3,0,0,7.4,4.9,-1.1,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
24.8,70.8,5.2,11.5,8.0,9.4,5.3,13.0,1,1,8.4,3.7,1.2,2,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
23.8,61.5,5.8,5.1,1.0,9.9,6.5,17.0,1,0,10.0,6.1,-2.2,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
10.9,46.2,7.2,4.0,1.0,3.7,6.2,16.7,1,0,3.3,5.8,1.3,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
15.7,43.0,6.9,7.5,3.0,1.2,7.4,15.0,0,1,7.7,6.4,-1.1,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
22.6,56.9,6.7,5.3,6.0,6.2,6.5,17.1,0,1,7.9,4.0,-1.3,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
23.1,38.8,3.9,4.0,0.0,29.6,6.0,16.6,2,1,5.0,4.0,-0.2,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
18.4,70.3,1.7,6.9,14.0,5.8,6.2,16.2,1,0,4.4,3.6,-2.4,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
21.1,63.8,4.7,4.0,2.0,0.2,6.7,15.9,0,3,4.0,5.6,-0.4,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
25.4,47.3,7.5,4.0,2.0,0.1,8.1,15.1,0,1,5.1,6.5,0.7,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
19.2,34.9,8.3,4.0,1.0,2.3,6.4,14.5,1,0,6.6,5.4,-5.0,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
27.8,65.5,6.9,4.0,1.0,1.3,6.4,14.3,1,1,8.9,3.1,2.4,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
14.7,50.9,6.4,4.0,5.0,10.1,6.2,12.4,1,1,8.4,3.6,1.8,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
21.6,64.4,6.3,4.0,11.0,11.2,6.9,13.8,0,0,3.0,4.2,-4.1,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
8.9,36.1,4.4,11.9,2.0,1.8,8.2,10.6,0,1,4.6,6.2,-4.4,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
12.7,46.0,5.2,9.3,11.0,2.4,7.6,12.5,0,2,8.8,7.7,1.9,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
24.9,52.1,8.8,8.3,6.0,1.6,6.4,17.0,1,2,4.7,5.3,1.7,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
17.9,52.5,3.6,6.5,2.0,14.3,7.3,14.3,0,0,6.1,6.0,1.4,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
20.4,47.5,8.7,11.5,4.0,4.2,5.9,13.1,1,2,2.8,4.2,-3.1,2,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
25.3,58.2,4.9,4.0,2.0,6.4,5.2,16.1,1,0,8.5,4.8,4.0,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
20.5,41.3,8.2,4.0,3.0,3.2,6.3,18.8,2,3,2.4,5.9,-1.7,2,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
13.8,50.6,2.7,4.0,0.0,6.0,6.9,14.4,0,0,2.9,5.0,0.5,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
18.5,53.2,6.7,7.5,4.0,2.9,7.4,13.8,0,1,8.3,5.0,0.6,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
20.5,57.1,4.0,4.0,0.0,2.5,4.4,15.4,3,1,10.0,5.0,3.5,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
20.6,59.1,2.7,5.5,6.0,6.0,7.6,17.3,0,0,5.6,5.4,0.3,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
13.4,40.8,5.9,4.0,6.0,5.4,7.4,18.3,0,2,6.1,7.5,0.9,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
14.5,36.7,7.5,4.0,1.0,2.1,6.3,16.5,2,1,8.0,2.6,-0.2,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
13.7,64.8,3.8,5.3,1.0,1.0,6.6,17.6,0,0,6.8,6.1,-2.6,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
23.8,55.3,2.5,4.0,2.0,2.8,7.7,16.0,0,1,5.5,2.4,-5.0,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
14.7,44.5,5.3,4.0,3.0,3.2,7.7,15.3,0,1,5.2,6.0,0.1,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
16.2,67.5,5.3,4.0,1.0,5.9,7.1,18.0,0,0,3.1,7.8,-3.1,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
23.1,53.2,6.6,4.0,3.0,14.8,5.4,16.6,1,3,6.7,5.0,0.8,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
29.1,63.8,7.4,4.9,1.0,0.2,6.2,13.8,2,3,6.0,4.7,0.3,2,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
20.3,52.7,5.4,4.0,0.0,1.7,6.2,17.6,2,0,5.3,4.6,0.3,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
21.3,72.6,9.2,4.0,0.0,1.3,7.5,15.2,0,1,4.2,5.0,-2.3,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
18.8,69.6,5.9,4.0,0.0,4.2,6.7,14.9,0,0,4.4,4.7,2.3,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
10.4,49.5,4.8,6.5,5.0,3.4,9.3,16.4,0,2,7.4,4.2,1.0,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
23.0,61.7,2.3,4.0,11.0,7.8,6.0,15.4,2,3,8.0,4.4,-2.6,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
25.3,58.5,5.0,4.2,2.0,1.7,6.1,16.3,2,1,5.5,3.1,4.6,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
20.6,65.7,4.8,5.2,3.0,5.4,6.2,16.5,2,2,5.3,4.2,-0.5,2,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
18.9,42.4,7.4,4.0,1.0,12.9,8.1,14.0,0,1,4.5,5.0,-2.9,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
18.9,58.9,6.4,8.6,3.0,14.5,6.0,14.5,2,1,8.1,4.9,-1.7,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
18.6,62.6,3.1,4.0,1.0,19.1,6.1,18.3,1,3,6.3,3.5,-3.3,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
17.4,34.4,5.8,4.0,3.0,8.9,7.5,13.7,0,1,6.9,5.8,3.0,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
26.2,40.2,6.8,4.0,9.0,14.2,7.1,16.5,0,1,6.9,5.8,2.4,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
18.3,31.6,8.6,11.4,1.0,1.6,7.3,11.0,0,1,5.6,6.4,1.6,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
15.6,49.3,7.3,5.6,5.0,1.3,7.0,17.0,0,0,3.9,5.7,1.2,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
18.0,59.2,7.0,4.0,0.0,0.0,6.6,17.6,0,0,4.2,4.5,2.7,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
32.8,67.0,5.6,4.0,2.0,7.4,6.2,14.9,1,3,8.5,3.1,-0.5,2,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
19.8,52.7,6.3,6.6,0.0,16.6,7.2,19.0,0,1,4.7,5.2,0.9,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
20.3,68.3,8.0,4.8,2.0,1.2,7.7,17.5,0,2,5.4,3.9,-1.8,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
12.7,38.2,2.8,5.8,1.0,6.1,6.7,16.3,0,0,3.9,7.4,-0.3,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
15.5,35.0,4.8,4.0,2.0,8.2,7.1,16.9,0,1,3.8,7.8,1.0,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
23.6,51.4,4.0,5.0,2.0,15.8,5.9,17.2,1,3,4.7,3.1,-5.0,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
24.1,55.8,6.3,4.0,1.0,6.2,6.8,13.6,0,0,9.6,5.8,-1.4,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
24.4,51.7,8.0,4.0,4.0,21.1,6.0,16.0,2,0,7.5,6.4,0.4,2,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
13.5,31.3,4.3,4.0,9.0,2.5,8.0,16.4,0,1,5.1,4.2,-0.2,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
14.2,51.1,1.0,14.9,2.0,2.6,7.9,10.4,0,1,8.4,6.0,-1.0,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
17.3,39.0,4.7,4.0,1.0,4.7,5.4,16.5,2,0,5.9,7.2,1.3,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
21.3,58.7,7.3,4.0,1.0,2.9,7.1,18.1,0,3,8.9,3.3,-1.6,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
27.3,55.7,6.6,4.5,7.0,0.0,6.5,14.6,0,3,10.0,4.6,-2.7,2,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
15.6,42.6,6.4,4.0,3.0,7.9,7.5,15.5,0,1,8.3,5.9,2.6,0,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
21.5,46.9,4.9,7.4,2.0,8.4,6.3,12.6,2,2,6.4,6.3,2.3,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
21.9,41.4,2.9,5.7,1.0,8.2,8.2,11.3,0,2,7.6,4.2,-1.3,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
21.7,51.4,6.5,4.0,2.0,2.5,7.7,17.2,0,2,6.2,6.9,-0.2,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
18.3,61.6,3.8,24.0,1.0,4.4,7.0,7.5,0,0,2.5,1.5,1.9,1,SYNTHETIC_PROTOTYPE_BENCHMARK,SYNTHETIC_PROTOTYPE_DATA_NOT_REAL_PERSONNEL_DATA,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL OR SENSOR DATA
